issn_l,id,display_name,homepage_url
1366-9877,https://openalex.org/V129686714,Journal of Risk Research,https://www.tandfonline.com/toc/rjrr20/current
1474-225X,https://openalex.org/V36560201,International Journal for The Study of The Christian Church,https://www.tandfonline.com/toc/rjsc20/current
1942-0676,https://openalex.org/V124851215,Journal of Social Entrepreneurship,https://www.tandfonline.com/toc/rjse20/current
0964-9069,https://openalex.org/V193641114,Journal of Social Welfare and Family Law,https://www.tandfonline.com/toc/rjsf20/current
0965-254X,https://openalex.org/V43415676,Journal of Strategic Marketing,https://www.tandfonline.com/toc/rjsm20/current
0264-0414,https://openalex.org/V95965737,Journal of Sports Sciences,https://www.tandfonline.com/toc/rjsp20/current
0963-8199,https://openalex.org/V23218617,Journal of International Trade & Economic Development,https://www.tandfonline.com/toc/rjte20/current
1755-182X,https://openalex.org/V179702598,Journal of Tourism History,https://www.tandfonline.com/toc/rjth20/current
1029-5399,https://openalex.org/V65101173,Journal of Sport & Tourism,https://www.tandfonline.com/toc/rjto20/current
2151-5581,https://openalex.org/V4210224819,Journal of trust research,https://www.tandfonline.com/toc/rjtr20/current
2053-1702,https://openalex.org/V4210182394,Journal on the use of force and international law,https://www.tandfonline.com/toc/rjuf20/current
1226-5934,https://openalex.org/V2764671211,The International Journal of Urban Sciences,https://www.tandfonline.com/toc/rjus20/current
1363-6820,https://openalex.org/V4210171403,Journal of vocational education & training,https://www.tandfonline.com/toc/rjve20/current
1051-144X,https://openalex.org/V2765051909,Journal of Visual Literacy,https://www.tandfonline.com/toc/rjvl20/current
1470-2029,https://openalex.org/V106069630,Journal of Visual Art Practice,https://www.tandfonline.com/toc/rjvp20/current
1030-1763,https://openalex.org/V2764410953,Labour and industry: A journal of the social and economic relations of work,https://www.tandfonline.com/toc/rlab20/current
1744-2222,https://openalex.org/V205331316,Latin American and Caribbean Ethnic Studies,https://www.tandfonline.com/toc/rlac20/current
0950-0782,https://openalex.org/V40212398,Language and Education,https://www.tandfonline.com/toc/rlae20/current
1752-1483,https://openalex.org/V2764470244,Law and Humanities,https://www.tandfonline.com/toc/rlah20/current
1535-685X,https://openalex.org/V155426891,Law and Literature,https://www.tandfonline.com/toc/rlal20/current
1038-3441,https://openalex.org/V2764362924,Griffith law review,https://www.tandfonline.com/toc/rlaw20/current
0790-8318,https://openalex.org/V77883392,Language Culture and Curriculum,https://www.tandfonline.com/toc/rlcc20/current
2688-3597,https://openalex.org/V4210202124,Local development & society,https://www.tandfonline.com/toc/rlds20/current
0705-3436,https://openalex.org/V4210173758,Loisir et société,https://www.tandfonline.com/toc/rles20/current
1460-728X,https://openalex.org/V178520001,Legal Ethics,https://www.tandfonline.com/toc/rlet20/current
1752-1440,https://openalex.org/V63980162,Law and Financial Markets Review,https://www.tandfonline.com/toc/rlfm20/current
1757-9961,https://openalex.org/V34966862,"Law, Innovation and Technology",https://www.tandfonline.com/toc/rlit20/current
0957-1736,https://openalex.org/V140751389,Language Learning Journal,https://www.tandfonline.com/toc/rllj20/current
1022-8195,https://openalex.org/V4210206021,Language matters (Pretoria),https://www.tandfonline.com/toc/rlms20/current
1492-7713,https://openalex.org/V28768420,Leisure/loisir,https://www.tandfonline.com/toc/rloi20/current
2373-5082,https://openalex.org/V4210192832,Learning,https://www.tandfonline.com/toc/rlrp20/current
0143-3768,https://openalex.org/V2764703635,Landscape history,https://www.tandfonline.com/toc/rlsh20/current
0261-4367,https://openalex.org/V199863409,Leisure Studies,https://www.tandfonline.com/toc/rlst20/current
1448-4528,https://openalex.org/V190712015,Life Writing,https://www.tandfonline.com/toc/rlwr20/current
2163-2324,https://openalex.org/V4210192817,Migration and development,https://www.tandfonline.com/toc/rmad20/current
1469-1957,https://openalex.org/V4210184213,Journal for maritime research,https://www.tandfonline.com/toc/rmar20/current
1793-8120,https://openalex.org/V80614181,Middle East Development Journal,https://www.tandfonline.com/toc/rmdj20/current
0129-6612,https://openalex.org/V4210230904,Media Asia,https://www.tandfonline.com/toc/rmea20/current
2576-5949,https://openalex.org/V4210205402,Asian journal of Middle Eastern and Islamic studies,https://www.tandfonline.com/toc/rmei20/current
2005-615X,https://openalex.org/V2764386677,Multicultural Education Review,https://www.tandfonline.com/toc/rmer20/current
2375-4745,https://openalex.org/V4210233818,Méthod(e)s : African review of social science methodology,https://www.tandfonline.com/toc/rmet20/current
0025-3359,https://openalex.org/V53578506,Mariner's Mirror,https://www.tandfonline.com/toc/rmir20/current
1354-571X,https://openalex.org/V22127372,Journal of Modern Italian Studies,https://www.tandfonline.com/toc/rmis20/current
1479-0718,https://openalex.org/V116265073,International Journal of Multilingualism,https://www.tandfonline.com/toc/rmjm20/current
0965-8416,https://openalex.org/V187755562,Language Awareness,https://www.tandfonline.com/toc/rmla20/current
2375-0472,https://openalex.org/V4210174096,Managing sport and leisure,https://www.tandfonline.com/toc/rmle21/current
1470-8477,https://openalex.org/V110015799,Language and Intercultural Communication,https://www.tandfonline.com/toc/rmli20/current
0964-7775,https://openalex.org/V16663008,Museum Management and Curatorship,https://www.tandfonline.com/toc/rmmc20/current
1744-7143,https://openalex.org/V66822121,Journal of Multicultural Discourses,https://www.tandfonline.com/toc/rmmd20/current
1479-0726,https://openalex.org/V98717081,New Writing,https://www.tandfonline.com/toc/rmnw20/current
1745-0101,https://openalex.org/V81124448,Mobilities,https://www.tandfonline.com/toc/rmob20/current
1753-5654,https://openalex.org/V47735449,Journal of Modern Chinese History,https://www.tandfonline.com/toc/rmoh20/current
0907-676X,https://openalex.org/V4210168471,Perspectives,https://www.tandfonline.com/toc/rmps20/current
1360-3108,https://openalex.org/V4210217810,Perspectives,https://www.tandfonline.com/toc/rmps20/current
1811-7295,https://openalex.org/V2765052565,"African Journal of Research in Mathematics, Science and Technology Education",https://www.tandfonline.com/toc/rmse20/current
0814-5857,https://openalex.org/V201215587,Musicology Australia,https://www.tandfonline.com/toc/rmus20/current
1812-5980,https://openalex.org/V87304893,Muziki,https://www.tandfonline.com/toc/rmuz20/current
1071-4839,https://openalex.org/V2764570866,Nacla Report On The Americas,https://www.tandfonline.com/toc/rnac20/current
1925-2099,https://openalex.org/V2764639155,Transnational Corporations Review,https://www.tandfonline.com/toc/rncr20/current
1445-2294,https://openalex.org/V4210228308,NJ Drama Australia journal,https://www.tandfonline.com/toc/rnjd20/current
0809-8131,https://openalex.org/V4210231474,Nordic journal of music therapy,https://www.tandfonline.com/toc/rnjm20/current
1529-4145,https://openalex.org/V4210229222,Neuro-psychoanalysis,https://www.tandfonline.com/toc/rnpa20/current
1073-6700,https://openalex.org/V165402100,The Nonproliferation Review,https://www.tandfonline.com/toc/rnpr20/current
1901-2276,https://openalex.org/V123447050,Nordic Psychology,https://www.tandfonline.com/toc/rnpy20/current
0264-6811,https://openalex.org/V2764688988,Journal of energy and natural resources law,https://www.tandfonline.com/toc/rnrl20/current
2156-8588,https://openalex.org/V2764623425,Nordic Social Work Research,https://www.tandfonline.com/toc/rnsw20/current
0077-9954,https://openalex.org/V4210201856,New Zealand economic papers,https://www.tandfonline.com/toc/rnzp20/current
1442-7591,https://openalex.org/V2765020922,Journal of Occupational Science,https://www.tandfonline.com/toc/rocc20/current
2150-2560,https://openalex.org/V2764523968,Public Art Dialogue,https://www.tandfonline.com/toc/rpad20/current
2375-4931,https://openalex.org/V4210227405,Papers in applied geography,https://www.tandfonline.com/toc/rpag20/current
1474-8185,https://openalex.org/V2483669344,International Journal of Performance Analysis in Sport,https://www.tandfonline.com/toc/rpan20/current
2164-7259,https://openalex.org/V4210178530,Peacebuilding,https://www.tandfonline.com/toc/rpcb20/current
1359-6748,https://openalex.org/V20419620,Research in Post-compulsory Education,https://www.tandfonline.com/toc/rpce20/current
1475-3626,https://openalex.org/V69301584,Psychodynamic Practice,https://www.tandfonline.com/toc/rpco20/current
1477-9757,https://openalex.org/V2764646209,Person-centered and experiential psychotherapies,https://www.tandfonline.com/toc/rpcp20/current
1479-4713,https://openalex.org/V53453491,International Journal of Performance Arts and Digital Media,https://www.tandfonline.com/toc/rpdm20/current
0264-3944,https://openalex.org/V198115067,Pastoral Care in Education,https://www.tandfonline.com/toc/rped20/current
2374-5118,https://openalex.org/V2764397878,European politics and society,https://www.tandfonline.com/toc/rpep21/current
0260-6755,https://openalex.org/V162477223,"Parliaments, Estates and Representation",https://www.tandfonline.com/toc/rper20/current
2156-5503,https://openalex.org/V4210188312,"Politics, groups & identities",https://www.tandfonline.com/toc/rpgi20/current
1754-0763,https://openalex.org/V174994954,Photographies,https://www.tandfonline.com/toc/rpho20/current
1433-0237,https://openalex.org/V188876174,Journal of Psychology in Africa,https://www.tandfonline.com/toc/rpia20/current
1833-5330,https://openalex.org/V2764781490,"Journal of policing, intelligence and counter terrorism",https://www.tandfonline.com/toc/rpic20/current
2329-7018,https://openalex.org/V4210172938,Research and practice in intellectual and developmental disabilities,https://www.tandfonline.com/toc/rpid20/current
1744-1048,https://openalex.org/V65464303,Journal of Private International Law,https://www.tandfonline.com/toc/rpil20/current
2051-7483,https://openalex.org/V4210184064,Peking University law journal,https://www.tandfonline.com/toc/rplj20/current
1019-2557,https://openalex.org/V205833946,Asia Pacific Law Review,https://www.tandfonline.com/toc/rplr20/current
0300-7766,https://openalex.org/V96006530,Popular Music and Society,https://www.tandfonline.com/toc/rpms20/current
2154-896X,https://openalex.org/V2764895074,The Polar Journal,https://www.tandfonline.com/toc/rpol20/current
0031-322X,https://openalex.org/V141739696,Patterns of Prejudice,https://www.tandfonline.com/toc/rpop20/current
1743-9760,https://openalex.org/V4210194767,The journal of positive psychology,https://www.tandfonline.com/toc/rpos20/current
2158-379X,https://openalex.org/V2764779358,Journal of political power,https://www.tandfonline.com/toc/rpow21/current
0556-8641,https://openalex.org/V4210209058,Philosophical papers,https://www.tandfonline.com/toc/rppa20/current
0266-5433,https://openalex.org/V32664174,Planning Perspectives,https://www.tandfonline.com/toc/rppe20/current
0266-8734,https://openalex.org/V151718985,Psychoanalytic Psychotherapy,https://www.tandfonline.com/toc/rpps20/current
2578-3858,https://openalex.org/V4210167748,Practice,https://www.tandfonline.com/toc/rpra20/current
1989-9386,https://openalex.org/V4210199842,Psyecology,https://www.tandfonline.com/toc/rprb20/current
0951-2748,https://openalex.org/V136982956,Pacific Review,https://www.tandfonline.com/toc/rpre20/current
2332-2950,https://openalex.org/V4210187510,Policy reviews in higher education,https://www.tandfonline.com/toc/rprh20/current
1444-5921,https://openalex.org/V2765045378,Pacific rim property research journal,https://www.tandfonline.com/toc/rprj20/current
2326-8743,https://openalex.org/V4210198382,Porn studies,https://www.tandfonline.com/toc/rprn20/current
1352-8165,https://openalex.org/V122812943,Performance Research,https://www.tandfonline.com/toc/rprs20/current
1940-7963,https://openalex.org/V20557624,"Journal of Policy Research in Tourism, Leisure and Events",https://www.tandfonline.com/toc/rprt20/current
1060-586X,https://openalex.org/V79712050,Post-soviet Affairs,https://www.tandfonline.com/toc/rpsa20/current
1941-9902,https://openalex.org/V21700656,Psychology and Sexuality,https://www.tandfonline.com/toc/rpse20/current
0032-4728,https://openalex.org/V202512192,Population Studies-a Journal of Demography,https://www.tandfonline.com/toc/rpst20/current
1464-9357,https://openalex.org/V132076093,Planning Theory & Practice,https://www.tandfonline.com/toc/rptp20/current
1471-9037,https://openalex.org/V37623806,Public Management Review,https://www.tandfonline.com/toc/rpxm20/current
2159-676X,https://openalex.org/V2764513707,"Qualitative Research in Sport, Exercise and Health",https://www.tandfonline.com/toc/rqrs21/current
1469-7688,https://openalex.org/V182689569,Quantitative Finance,https://www.tandfonline.com/toc/rquf20/current
2153-5981,https://openalex.org/V2764439977,"Religion, brain and behavior",https://www.tandfonline.com/toc/rrbb20/current
0267-1522,https://openalex.org/V4210217010,Research papers in education,https://www.tandfonline.com/toc/rred20/current
2379-3406,https://openalex.org/V4210180426,Whiteness and education,https://www.tandfonline.com/toc/rree20/current
2050-473X,https://openalex.org/V2764356545,Restorative Justice,https://www.tandfonline.com/toc/rrej20/current
0890-5762,https://openalex.org/V4210171098,Review: Literature And Arts Of The Americas,https://www.tandfonline.com/toc/rrev20/current
1364-2529,https://openalex.org/V38956679,Rethinking History,https://www.tandfonline.com/toc/rrhi20/current
1940-9427,https://openalex.org/V4210234023,Russian journal of communication,https://www.tandfonline.com/toc/rrjc20/current
1479-4802,https://openalex.org/V191399060,Research in Mathematics Education,https://www.tandfonline.com/toc/rrme20/current
1940-1159,https://openalex.org/V4210169337,Rock music studies,https://www.tandfonline.com/toc/rrms20/current
2325-548X,https://openalex.org/V4210233397,The AAG review of books,https://www.tandfonline.com/toc/rrob20/current
1535-8593,https://openalex.org/V4210211339,The review of communication,https://www.tandfonline.com/toc/rroc20/current
1229-4659,https://openalex.org/V2764770023,International Review of Public Administration,https://www.tandfonline.com/toc/rrpa20/current
0213-4748,https://openalex.org/V115626870,Revista De Psicologia Social,https://www.tandfonline.com/toc/rrps20/current
2376-0818,https://openalex.org/V4210183765,Research and policy on Turkey,https://www.tandfonline.com/toc/rrpt20/current
1750-3132,https://openalex.org/V121734596,Studies in Russian and Soviet Cinema,https://www.tandfonline.com/toc/rrsc20/current
0034-6764,https://openalex.org/V14568501,Review of Social Economy,https://www.tandfonline.com/toc/rrse20/current
1037-1656,https://openalex.org/V2764896299,Rural society,https://www.tandfonline.com/toc/rrso20/current
2374-3603,https://openalex.org/V4210196576,Comprehensive results in social psychology,https://www.tandfonline.com/toc/rrsp20/current
0277-3945,https://openalex.org/V149994590,Rhetoric Society Quarterly,https://www.tandfonline.com/toc/rrsq20/current
1947-2498,https://openalex.org/V67927131,South Asian History and Culture,https://www.tandfonline.com/toc/rsac20/current
1943-8184,https://openalex.org/V46285813,South Asian Diaspora,https://www.tandfonline.com/toc/rsad20/current
1543-1304,https://openalex.org/V79849269,Safundi,https://www.tandfonline.com/toc/rsaf20/current
1022-0461,https://openalex.org/V134523523,South African Journal of International Affairs,https://www.tandfonline.com/toc/rsaj20/current
0970-0161,https://openalex.org/V121590172,Strategic Analysis,https://www.tandfonline.com/toc/rsan20/current
1474-6689,https://openalex.org/V31925336,South Asian Popular Culture,https://www.tandfonline.com/toc/rsap20/current
1029-1954,https://openalex.org/V4210219434,SA journal of accounting research,https://www.tandfonline.com/toc/rsar20/current
0266-6030,https://openalex.org/V4210192815,South Asian studies,https://www.tandfonline.com/toc/rsas20/current
1750-3175,https://openalex.org/V174546139,Studies in Australasian Cinema,https://www.tandfonline.com/toc/rsau20/current
0827-6331,https://openalex.org/V2764810659,Journal of small business and entrepreneurship,https://www.tandfonline.com/toc/rsbe20/current
1464-9365,https://openalex.org/V139754560,Social & Cultural Geography,https://www.tandfonline.com/toc/rscg20/current
1812-5441,https://openalex.org/V4210194887,Scrutiny2,https://www.tandfonline.com/toc/rscr20/current
1750-3280,https://openalex.org/V80060326,Studies in Documentary Film,https://www.tandfonline.com/toc/rsdf20/current
0253-3952,https://openalex.org/V67833540,Social Dynamics-a Journal of The Centre for African Studies University of Cape Town,https://www.tandfonline.com/toc/rsdy20/current
0379-6205,https://openalex.org/V2764755811,Studies in Economics and Econometrics,https://www.tandfonline.com/toc/rsee20/current
0306-0497,https://openalex.org/V2764925112,Self and society,https://www.tandfonline.com/toc/rsel20/current
1751-133X,https://openalex.org/V171983598,"Sport, Ethics and Philosophy",https://www.tandfonline.com/toc/rsep20/current
1321-5906,https://openalex.org/V4210240072,Small enterprise research,https://www.tandfonline.com/toc/rser20/current
1838-0743,https://openalex.org/V4210228527,Settler colonial studies,https://www.tandfonline.com/toc/rset20/current
1741-1548,https://openalex.org/V7978807,Studies in European Cinema,https://www.tandfonline.com/toc/rseu20/current
0268-117X,https://openalex.org/V4210210779,The Seventeenth century,https://www.tandfonline.com/toc/rsev20/current
1471-5880,https://openalex.org/V17691038,Studies in French Cinema,https://www.tandfonline.com/toc/rsfc20/current
2643-8941,https://openalex.org/V4210234407,French screen studies,https://www.tandfonline.com/toc/rsfc21/current
1744-8727,https://openalex.org/V4210172794,Sikh formations,https://www.tandfonline.com/toc/rsfo20/current
1470-2541,https://openalex.org/V4210179888,Scottish geographical journal,https://www.tandfonline.com/toc/rsgj20/current
0307-1022,https://openalex.org/V182308971,Social History,https://www.tandfonline.com/toc/rshi20/current
0258-2473,https://openalex.org/V105288734,South African Historical Journal,https://www.tandfonline.com/toc/rshj20/current
1745-0918,https://openalex.org/V160512813,Shakespeare,https://www.tandfonline.com/toc/rshk20/current
0266-0830,https://openalex.org/V2764552160,Studies in the education of adults,https://www.tandfonline.com/toc/rsia20/current
1746-0263,https://openalex.org/V69229622,Sport in History,https://www.tandfonline.com/toc/rsih20/current
1754-1328,https://openalex.org/V156918706,The Sixties,https://www.tandfonline.com/toc/rsix20/current
1041-794X,https://openalex.org/V2764635653,The Southern Communication Journal,https://www.tandfonline.com/toc/rsjc20/current
2324-7797,https://openalex.org/V4210191377,Journal of Spanish language teaching,https://www.tandfonline.com/toc/rslt20/current
2473-3938,https://openalex.org/V4210170053,Science & medicine in football,https://www.tandfonline.com/toc/rsmf20/current
1441-3523,https://openalex.org/V121058368,Sport Management Review,https://www.tandfonline.com/toc/rsmr20/current
0275-9527,https://openalex.org/V4210211633,South Asian review,https://www.tandfonline.com/toc/rsoa20/current
2158-2041,https://openalex.org/V2764708137,Contemporary social science,https://www.tandfonline.com/toc/rsoc21/current
0967-828X,https://openalex.org/V187020704,South East Asia Research,https://www.tandfonline.com/toc/rsou20/current
2472-1735,https://openalex.org/V4210185365,International journal of spa and wellness,https://www.tandfonline.com/toc/rspa20/current
1476-3141,https://openalex.org/V62595639,Sports Biomechanics,https://www.tandfonline.com/toc/rspb20/current
2164-0629,https://openalex.org/V4210205499,Sports coaching review,https://www.tandfonline.com/toc/rspc20/current
0393-2729,https://openalex.org/V101120184,International Spectator,https://www.tandfonline.com/toc/rspe20/current
0258-0136,https://openalex.org/V199106067,South African Journal of Philosophy,https://www.tandfonline.com/toc/rsph20/current
0106-2301,https://openalex.org/V2764922936,The Scandinavian psychoanalytic review,https://www.tandfonline.com/toc/rspr20/current
1949-8284,https://openalex.org/V4210173576,Journal of sustainable real estate,https://www.tandfonline.com/toc/rsre20/current
0252-9203,https://openalex.org/V30077822,Social Sciences in China,https://www.tandfonline.com/toc/rssc20/current
1468-2761,https://openalex.org/V153509318,Studies in Theatre and Performance,https://www.tandfonline.com/toc/rstp20/current
2372-9988,https://openalex.org/V4210208910,Studies in Chinese religions,https://www.tandfonline.com/toc/rstu20/current
1364-5145,https://openalex.org/V2764794316,Studies in travel writing,https://www.tandfonline.com/toc/rstw20/current
0966-9582,https://openalex.org/V167854760,Journal of Sustainable Tourism,https://www.tandfonline.com/toc/rsus20/current
0218-5385,https://openalex.org/V126412335,Asia Pacific Journal of Social Work and Development,https://www.tandfonline.com/toc/rswd20/current
0362-1537,https://openalex.org/V2764689977,Transactional Analysis Journal,https://www.tandfonline.com/toc/rtaj20/current
1751-696X,https://openalex.org/V139196244,Time and Mind,https://www.tandfonline.com/toc/rtam20/current
1444-2213,https://openalex.org/V191816521,Asia Pacific Journal of Anthropology,https://www.tandfonline.com/toc/rtap20/current
1474-6700,https://openalex.org/V115193995,Theology and Science,https://www.tandfonline.com/toc/rtas20/current
0006-4246,https://openalex.org/V2391900,Black Scholar,https://www.tandfonline.com/toc/rtbs20/current
1476-6825,https://openalex.org/V25763431,Journal of Tourism and Cultural Change,https://www.tandfonline.com/toc/rtcc20/current
1366-4530,https://openalex.org/V25881491,Teacher Development,https://www.tandfonline.com/toc/rtde20/current
1944-3927,https://openalex.org/V2764855662,"Theatre, Dance and Performance Training",https://www.tandfonline.com/toc/rtdp20/current
1753-9161,https://openalex.org/V51933024,Critical Studies on Terrorism,https://www.tandfonline.com/toc/rter20/current
1013-7548,https://openalex.org/V2764825217,South African Theatre Journal,https://www.tandfonline.com/toc/rthj20/current
2156-8316,https://openalex.org/V2764838396,Tourism planning and development,https://www.tandfonline.com/toc/rthp21/current
2330-6343,https://openalex.org/V4210176078,Asia Pacific translation and intercultural studies,https://www.tandfonline.com/toc/rtis20/current
2041-4005,https://openalex.org/V2764527781,Transnational legal theory,https://www.tandfonline.com/toc/rtlt20/current
1475-939X,https://openalex.org/V84989246,"Technology, Pedagogy and Education",https://www.tandfonline.com/toc/rtpe20/current
2050-8840,https://openalex.org/V2764937290,The theory and practice of legislation,https://www.tandfonline.com/toc/rtpl20/current
1046-2937,https://openalex.org/V59699082,Text and Performance Quarterly,https://www.tandfonline.com/toc/rtpq20/current
2578-5265,https://openalex.org/V4210239859,Transnational screens,https://www.tandfonline.com/toc/rtrc21/current
1355-6509,https://openalex.org/V998543980,Translator,https://www.tandfonline.com/toc/rtrn20/current
0250-8281,https://openalex.org/V2764868064,Tourism recreation research,https://www.tandfonline.com/toc/rtrr20/current
1478-1700,https://openalex.org/V202681640,Translation Studies,https://www.tandfonline.com/toc/rtrs20/current
2193-1674,https://openalex.org/V4210187615,Transnational social review,https://www.tandfonline.com/toc/rtsr20/current
2379-9978,https://openalex.org/V4210196578,Third world thematics,https://www.tandfonline.com/toc/rtwt20/current
1461-6688,https://openalex.org/V116072112,Tourism Geographies,https://www.tandfonline.com/toc/rtxg20/current
1753-5069,https://openalex.org/V3234473,Urban Research & Practice,https://www.tandfonline.com/toc/rurp20/current
2048-8432,https://openalex.org/V4210221868,World journal of VAT/GST law,https://www.tandfonline.com/toc/rvat20/current
1471-4787,https://openalex.org/V57554292,Visual Culture in Britain,https://www.tandfonline.com/toc/rvcb20/current
1745-0128,https://openalex.org/V138054872,Vulnerable Children and Youth Studies,https://www.tandfonline.com/toc/rvch20/current
2326-8263,https://openalex.org/V2764984549,Voice and Speech Review,https://www.tandfonline.com/toc/rvsr20/current
1472-586X,https://openalex.org/V152428769,Visual Studies,https://www.tandfonline.com/toc/rvst20/current
0740-770X,https://openalex.org/V4210192429,Women & performance,https://www.tandfonline.com/toc/rwap20/current
0163-660X,https://openalex.org/V162391821,Washington Quarterly,https://www.tandfonline.com/toc/rwaq20/current
0269-0055,https://openalex.org/V161360364,Wasafiri,https://www.tandfonline.com/toc/rwas20/current
0268-1307,https://openalex.org/V4210222107,Whitehall papers,https://www.tandfonline.com/toc/rwhi20/current
0961-2025,https://openalex.org/V109077999,Womens History Review,https://www.tandfonline.com/toc/rwhr20/current
0250-8060,https://openalex.org/V201436551,Water International,https://www.tandfonline.com/toc/rwin20/current
1057-0314,https://openalex.org/V93133213,Western Journal of Communication,https://www.tandfonline.com/toc/rwjc20/current
1607-8055,https://openalex.org/V2765054068,World leisure journal,https://www.tandfonline.com/toc/rwle20/current
2150-0894,https://openalex.org/V4210191868,World art,https://www.tandfonline.com/toc/rwor20/current
0969-9082,https://openalex.org/V193583673,Women's Writing,https://www.tandfonline.com/toc/rwow20/current
0043-7956,https://openalex.org/V127649406,WORD,https://www.tandfonline.com/toc/rwrd20/current
0800-3831,https://openalex.org/V102888058,Acta Borealia,https://www.tandfonline.com/toc/sabo20/current
0346-1238,https://openalex.org/V125980181,Scandinavian Actuarial Journal,https://www.tandfonline.com/toc/sact20/current
0906-4702,https://openalex.org/V137056669,Acta Agriculturae Scandinavica Section A-animal Science,https://www.tandfonline.com/toc/sagb20/current
0374-0463,https://openalex.org/V196188613,Acta Linguistica Hafniensia,https://www.tandfonline.com/toc/salh20/current
1650-6073,https://openalex.org/V94622921,Cognitive Behaviour Therapy,https://www.tandfonline.com/toc/sbeh20/current
1404-3858,https://openalex.org/V152567464,Journal of Scandinavian Studies in Criminology and Crime Prevention,https://www.tandfonline.com/toc/scri20/current
2578-9821,https://openalex.org/V4210236220,Nordic journal of criminology,https://www.tandfonline.com/toc/scri21/current
0358-5522,https://openalex.org/V170287006,Scandinavian Economic History Review,https://www.tandfonline.com/toc/sehr20/current
0803-9410,https://openalex.org/V4210240472,Forum for development studies,https://www.tandfonline.com/toc/sfds20/current
0282-7581,https://openalex.org/V79820318,Scandinavian Journal of Forest Research,https://www.tandfonline.com/toc/sfor20/current
0029-1951,https://openalex.org/V56020007,Norsk Geografisk Tidsskrift-norwegian Journal of Geography,https://www.tandfonline.com/toc/sgeo20/current
1103-5897,https://openalex.org/V4210212347,GFF,https://www.tandfonline.com/toc/sgff20/current
0017-3134,https://openalex.org/V55973255,Grana,https://www.tandfonline.com/toc/sgra20/current
0346-8755,https://openalex.org/V94074959,Scandinavian Journal of History,https://www.tandfonline.com/toc/shis20/current
1403-6096,https://openalex.org/V6711362,Housing Theory and Society,https://www.tandfonline.com/toc/shou20/current
1502-1866,https://openalex.org/V4210169482,Ibsen studies,https://www.tandfonline.com/toc/sibs20/current
1502-2250,https://openalex.org/V127704935,Scandinavian Journal of Hospitality and Tourism,https://www.tandfonline.com/toc/sjht20/current
0023-3609,https://openalex.org/V41534456,Konsthistorisk tidskrift,https://www.tandfonline.com/toc/skon20/current
1745-1000,https://openalex.org/V80072481,Marine Biology Research,https://www.tandfonline.com/toc/smar20/current
1502-7570,https://openalex.org/V129533909,Journal of Military Ethics,https://www.tandfonline.com/toc/smil20/current
0039-3274,https://openalex.org/V75869895,Studia Neophilologica,https://www.tandfonline.com/toc/snec20/current
0039-7679,https://openalex.org/V15912774,Symbolae Osloenses,https://www.tandfonline.com/toc/sosl20/current
0803-706X,https://openalex.org/V48625712,International Forum of Psychoanalysis,https://www.tandfonline.com/toc/spsy20/current
0080-6765,https://openalex.org/V45331873,Scando Slavica,https://www.tandfonline.com/toc/ssla20/current
0039-338X,https://openalex.org/V191926063,Studia Theologica - Nordic Journal of Theology,https://www.tandfonline.com/toc/sthe20/current
0803-8740,https://openalex.org/V2765058493,Nora: nordic journal of feminist and gender research,https://www.tandfonline.com/toc/swom20/current
1748-0272,https://openalex.org/V37840076,Wood Material Science and Engineering,https://www.tandfonline.com/toc/swoo20/current
2381-8107,https://openalex.org/V4210202872,Botany letters,https://www.tandfonline.com/toc/tabg21/current
0164-7954,https://openalex.org/V4210222972,International journal of acarology,https://www.tandfonline.com/toc/taca20/current
0001-5458,https://openalex.org/V198770857,Acta Chirurgica Belgica,https://www.tandfonline.com/toc/tacb20/current
2224-3682,https://openalex.org/V4210168789,Journal Of The Chinese Advanced Materials Society,https://www.tandfonline.com/toc/tadm20/current
0001-8732,https://openalex.org/V137691401,Advances in Physics,https://www.tandfonline.com/toc/tadp20/current
0169-1864,https://openalex.org/V192584203,Advanced Robotics,https://www.tandfonline.com/toc/tadr20/current
1745-2007,https://openalex.org/V114114101,Architectural Engineering and Design Management,https://www.tandfonline.com/toc/taem20/current
0143-0750,https://openalex.org/V2764410149,International journal of ambient energy,https://www.tandfonline.com/toc/taen20/current
1751-2549,https://openalex.org/V19190756,Advances in Building Energy Research,https://www.tandfonline.com/toc/taer20/current
1473-5903,https://openalex.org/V73708723,International Journal of Agricultural Sustainability,https://www.tandfonline.com/toc/tags20/current
0812-0099,https://openalex.org/V55736957,Australian Journal of Earth Sciences,https://www.tandfonline.com/toc/taje20/current
0045-0618,https://openalex.org/V17551671,Australian Journal of Forensic Sciences,https://www.tandfonline.com/toc/tajf20/current
0311-5518,https://openalex.org/V77999381,Alcheringa,https://www.tandfonline.com/toc/talc20/current
0307-1375,https://openalex.org/V2764655933,Arboricultural Journal,https://www.tandfonline.com/toc/tarb20/current
0003-3790,https://openalex.org/V70236976,Annals of Science,https://www.tandfonline.com/toc/tasc20/current
0037-9271,https://openalex.org/V23906263,Annales De La Societe Entomologique De France,https://www.tandfonline.com/toc/tase20/current
0003-8628,https://openalex.org/V140500131,Architectural Science Review,https://www.tandfonline.com/toc/tasr20/current
0169-4243,https://openalex.org/V20355562,Journal of Adhesion Science and Technology,https://www.tandfonline.com/toc/tast20/current
0705-5900,https://openalex.org/V40735159,Atmosphere-ocean,https://www.tandfonline.com/toc/tato20/current
