issn_l,cr_year,cc,cc_total,jn_all,prop
0925-9635,2020,CC BY-NC-ND,4,481,0.008316008316008316
1532-0626,2019,CC BY,8,481,0.016632016632016633
0010-8545,2021,CC BY-NC-ND,17,481,0.035343035343035345
1444-0903,2018,CC BY-NC,5,481,0.010395010395010396
0039-7881,2017,CC BY,5,481,0.010395010395010396
0003-6846,2021,CC BY,5,481,0.010395010395010396
1532-0626,2019,CC BY-NC,3,481,0.006237006237006237
1572-1000,2021,CC BY,6,481,0.012474012474012475
1572-1000,2021,CC BY-NC-ND,12,481,0.02494802494802495
0021-9517,2021,CC BY-NC-ND,12,481,0.02494802494802495
0803-5253,2018,CC BY,12,481,0.02494802494802495
0929-6212,2022,CC BY,12,481,0.02494802494802495
0803-5253,2018,CC BY-NC,24,481,0.0498960498960499
1617-7061,2019,CC BY-NC,13,481,0.02702702702702703
0001-8708,2017,CC BY,13,481,0.02702702702702703
0021-9517,2021,CC BY,26,481,0.05405405405405406
0003-6846,2021,CC BY-NC-ND,26,481,0.05405405405405406
1617-7061,2019,CC BY-NC-ND,27,481,0.056133056133056136
0010-8545,2021,CC BY,14,481,0.029106029106029108
1617-7061,2019,CC BY,371,481,0.7713097713097713
0803-5253,2018,CC BY-NC-ND,15,481,0.031185031185031187
0021-9991,2017,CC BY,25,737,0.033921302578018994
1773-2247,2021,CC BY-NC-ND,7,737,0.009497964721845319
0010-938X,2021,CC BY-NC-ND,14,737,0.018995929443690638
0021-9991,2017,CC BY-NC-ND,11,737,0.014925373134328358
1773-2247,2021,CC BY,11,737,0.014925373134328358
0010-938X,2021,CC BY,44,737,0.05970149253731343
1466-8033,2017,CC BY-NC,6,993,0.006042296072507553
1936-0851,2022,CC BY-NC-ND,44,993,0.044310171198388724
1936-0851,2022,CC BY,83,993,0.08358509566968782
1466-8033,2017,CC BY,18,993,0.01812688821752266
0013-4651,2021,CC BY,377,1505,0.2504983388704319
0013-4651,2021,CC BY-NC-ND,152,1505,0.1009966777408638
0931-0509,2017,CC BY,5,2273,0.002199736031676199
0931-0509,2017,CC BY-NC,25,2273,0.010998680158380994
1063-7788,2018,NA,0,226,0
1617-4933,2017,NA,0,226,0
0009-4536,2020,NA,0,226,0
1558-2027,2017,NA,0,226,0
0515-3700,2017,NA,0,226,0
0284-1851,2017,NA,0,226,0
0377-0486,2020,CC BY,21,226,0.09292035398230089
1748-3387,2021,CC BY,7,226,0.030973451327433628
1948-7193,2022,CC BY-NC-ND,14,226,0.061946902654867256
0961-8368,2021,CC BY-NC-ND,14,226,0.061946902654867256
1354-8506,2021,CC BY-NC-ND,14,226,0.061946902654867256
1028-6276,2020,CC BY,3,226,0.01327433628318584
0734-743X,2020,CC BY,3,226,0.01327433628318584
0255-2701,2017,CC BY-NC-ND,3,226,0.01327433628318584
0889-1575,2017,CC BY-NC-ND,3,226,0.01327433628318584
1022-1352,2020,CC BY-NC-ND,3,226,0.01327433628318584
1860-6768,2017,CC BY-NC,3,226,0.01327433628318584
1354-8506,2021,CC BY,6,226,0.02654867256637168
1022-1352,2020,CC BY-NC,6,226,0.02654867256637168
1863-6705,2019,CC BY,12,226,0.05309734513274336
0377-0486,2020,CC BY-NC-ND,5,226,0.022123893805309734
0377-0486,2020,CC BY-NC,5,226,0.022123893805309734
2214-2126,2021,CC BY,10,226,0.04424778761061947
0950-3293,2019,CC BY,10,226,0.04424778761061947
0167-6857,2021,CC BY,20,226,0.08849557522123894
1860-6768,2018,CC BY,20,226,0.08849557522123894
0954-3007,2021,CC BY,47,226,0.2079646017699115
1074-5351,2017,CC BY-NC,1,226,0.004424778761061947
0014-5246,2020,CC BY-NC,1,226,0.004424778761061947
1074-5351,2017,CC BY-NC-ND,1,226,0.004424778761061947
0072-1050,2017,CC BY,1,226,0.004424778761061947
2210-7789,2017,CC BY,1,226,0.004424778761061947
0920-5071,2017,CC BY-NC-ND,1,226,0.004424778761061947
1860-6768,2018,CC BY-NC,1,226,0.004424778761061947
0734-743X,2020,CC BY-NC-ND,2,226,0.008849557522123894
2214-2126,2021,CC BY-NC-ND,2,226,0.008849557522123894
1074-5351,2017,CC BY,2,226,0.008849557522123894
1860-6768,2017,CC BY-NC-ND,4,226,0.017699115044247787
2405-4577,2017,CC BY-NC-ND,4,226,0.017699115044247787
2168-2194,2018,CC BY,4,226,0.017699115044247787
1612-2011,2020,CC BY,4,226,0.017699115044247787
1860-6768,2018,CC BY-NC-ND,8,226,0.035398230088495575
0340-6199,2018,CC BY,39,226,0.17256637168141592
1860-6768,2017,CC BY,19,226,0.084070796460177
1029-8436,2020,CC BY-NC-ND,13,226,0.05752212389380531
1948-7193,2022,CC BY,15,226,0.06637168141592921
2194-4288,2022,CC BY-NC,11,226,0.048672566371681415
0961-8368,2021,CC BY-NC,11,226,0.048672566371681415
0950-3293,2019,CC BY-NC-ND,11,226,0.048672566371681415
1022-1352,2020,CC BY,22,226,0.09734513274336283
0961-8368,2021,CC BY,22,226,0.09734513274336283
2194-4288,2022,CC BY,29,226,0.12831858407079647
2194-4288,2022,CC BY-NC-ND,9,226,0.03982300884955752
0930-1038,2019,CC BY,18,226,0.07964601769911504
1018-8827,2020,CC BY,99,226,0.43805309734513276
1543-8384,2017,NA,0,482,0
0009-921X,2021,NA,0,482,0
0022-3077,2018,NA,0,482,0
0168-8278,2017,CC BY,2,482,0.004149377593360996
0031-0182,2021,CC BY,32,482,0.06639004149377593
0168-8278,2017,CC BY-NC-ND,18,482,0.03734439834024896
0031-0182,2021,CC BY-NC-ND,19,482,0.03941908713692946
0270-9139,2020,CC BY-NC-ND,19,482,0.03941908713692946
0270-9139,2020,CC BY-NC,38,482,0.07883817427385892
0267-7261,2019,CC BY,5,482,0.01037344398340249
1063-6706,2021,CC BY,5,482,0.01037344398340249
0018-9464,2020,CC BY,10,482,0.02074688796680498
0026-3672,2021,CC BY,23,482,0.04771784232365145
0022-3050,2019,CC BY-NC,3,482,0.006224066390041493
0022-3050,2019,CC BY,3,482,0.006224066390041493
0270-9139,2020,CC BY,7,482,0.014522821576763486
0267-7261,2019,CC BY-NC-ND,7,482,0.014522821576763486
0029-5515,2019,CC BY,28,482,0.058091286307053944
1525-7797,2021,CC BY-NC-ND,29,482,0.06016597510373444
0340-5354,2019,CC BY,107,482,0.22199170124481327
1525-7797,2021,CC BY,47,482,0.0975103734439834
0927-7765,2017,CC BY-NC-ND,5,738,0.006775067750677507
1099-0690,2021,CC BY,86,738,0.11653116531165311
0094-2405,2021,CC BY-NC-ND,47,738,0.06368563685636856
0094-2405,2021,CC BY-NC,25,738,0.03387533875338753
0094-2405,2021,CC BY,51,738,0.06910569105691057
1099-0690,2021,CC BY-NC,28,738,0.037940379403794036
0927-7765,2017,CC BY,2,738,0.0027100271002710027
1099-0690,2021,CC BY-NC-ND,69,738,0.09349593495934959
0021-972X,2020,CC BY-NC-ND,25,994,0.025150905432595575
0021-972X,2020,CC BY-NC,3,994,0.0030181086519114686
0021-972X,2020,CC BY,136,994,0.13682092555331993
0044-8486,2022,CC BY-NC,8,1250,0.0064
0044-8486,2022,CC BY-NC-ND,32,1250,0.0256
0044-8486,2022,CC BY,90,1250,0.072
0018-9456,2022,CC BY-NC-ND,9,1250,0.0072
0018-9456,2022,CC BY,37,1250,0.0296
0957-4174,2021,CC BY,34,1506,0.02257636122177955
0957-4174,2021,CC BY-NC-ND,39,1506,0.025896414342629483
2168-0485,2021,CC BY-NC-ND,60,1762,0.0340522133938706
2168-0485,2021,CC BY,133,1762,0.07548240635641316
1040-0605,2021,NA,0,227,0
0925-5710,2021,NA,0,227,0
1070-4272,2020,NA,0,227,0
1017-9909,2019,NA,0,227,0
0360-4039,2021,NA,0,227,0
0271-6798,2018,NA,0,227,0
1460-2695,2020,CC BY,19,227,0.08370044052863436
0044-2275,2021,CC BY,19,227,0.08370044052863436
0021-8812,2022,CC BY-NC,19,227,0.08370044052863436
0021-8812,2022,CC BY,19,227,0.08370044052863436
0740-0020,2019,CC BY,5,227,0.022026431718061675
1460-2695,2020,CC BY-NC-ND,5,227,0.022026431718061675
1559-047X,2020,CC BY-NC,5,227,0.022026431718061675
0921-8890,2017,CC BY,5,227,0.022026431718061675
0363-9045,2017,CC BY-NC-ND,5,227,0.022026431718061675
0141-6359,2019,CC BY,5,227,0.022026431718061675
0269-4727,2020,CC BY-NC-ND,5,227,0.022026431718061675
0269-4727,2020,CC BY-NC,10,227,0.04405286343612335
1438-7492,2022,CC BY,20,227,0.0881057268722467
1359-6640,2022,CC BY-NC,21,227,0.09251101321585903
0269-8463,2019,CC BY,21,227,0.09251101321585903
0740-0020,2019,CC BY-NC-ND,11,227,0.048458149779735685
2451-9022,2021,CC BY-NC-ND,11,227,0.048458149779735685
0020-7489,2020,CC BY,11,227,0.048458149779735685
1552-4922,2018,CC BY-NC,11,227,0.048458149779735685
1552-4922,2018,CC BY-NC-ND,11,227,0.048458149779735685
0965-8564,2021,CC BY-NC-ND,11,227,0.048458149779735685
1438-7492,2022,CC BY-NC,11,227,0.048458149779735685
0167-6857,2020,CC BY,22,227,0.09691629955947137
1674-1137,2020,CC BY,89,227,0.3920704845814978
1434-6028,2020,CC BY,23,227,0.1013215859030837
0965-8564,2021,CC BY,23,227,0.1013215859030837
0269-8463,2019,CC BY-NC,3,227,0.013215859030837005
0898-6568,2017,CC BY,3,227,0.013215859030837005
0300-0664,2017,CC BY-NC,3,227,0.013215859030837005
0263-4368,2020,CC BY,3,227,0.013215859030837005
0010-3624,2017,CC BY-NC-ND,3,227,0.013215859030837005
0001-6489,2019,CC BY-NC-ND,6,227,0.02643171806167401
0009-9120,2018,CC BY-NC-ND,6,227,0.02643171806167401
2475-1472,2020,CC BY,6,227,0.02643171806167401
0921-8890,2017,CC BY-NC-ND,6,227,0.02643171806167401
1742-464X,2022,CC BY-NC,12,227,0.05286343612334802
1936-6442,2021,CC BY,12,227,0.05286343612334802
0145-6008,2021,CC BY-NC-ND,12,227,0.05286343612334802
0898-6568,2017,CC BY-NC-ND,12,227,0.05286343612334802
0165-7836,2022,CC BY-NC-ND,24,227,0.10572687224669604
1436-6207,2017,CC BY,49,227,0.21585903083700442
0020-7489,2020,CC BY-NC-ND,26,227,0.1145374449339207
0040-5752,2018,CC BY,54,227,0.23788546255506607
1359-6640,2022,CC BY,55,227,0.2422907488986784
1474-905X,2018,CC BY-NC,7,227,0.030837004405286344
0959-3330,2022,CC BY-NC-ND,7,227,0.030837004405286344
1559-047X,2020,CC BY,7,227,0.030837004405286344
0921-0296,2017,CC BY,14,227,0.06167400881057269
0936-6555,2021,CC BY-NC-ND,14,227,0.06167400881057269
1742-464X,2022,CC BY-NC-ND,28,227,0.12334801762114538
1674-1137,2017,CC BY,58,227,0.2555066079295154
0035-9203,2021,CC BY-NC,15,227,0.06607929515418502
0014-2336,2021,CC BY,30,227,0.13215859030837004
0025-5874,2019,CC BY,31,227,0.13656387665198239
0001-6489,2019,CC BY,1,227,0.004405286343612335
1877-8860,2017,CC BY-NC-ND,1,227,0.004405286343612335
0959-3330,2022,CC BY,1,227,0.004405286343612335
0263-4368,2020,CC BY-NC-ND,1,227,0.004405286343612335
0213-9251,2021,CC BY,1,227,0.004405286343612335
1570-761X,2019,CC BY-NC,1,227,0.004405286343612335
1460-2695,2020,CC BY-NC,1,227,0.004405286343612335
1042-6914,2020,CC BY-NC-ND,1,227,0.004405286343612335
0269-8463,2019,CC BY-NC-ND,1,227,0.004405286343612335
2058-5276,2017,CC BY,2,227,0.00881057268722467
0300-0664,2017,CC BY,2,227,0.00881057268722467
0009-9120,2018,CC BY,2,227,0.00881057268722467
0145-6008,2021,CC BY-NC,2,227,0.00881057268722467
0300-0664,2017,CC BY-NC-ND,4,227,0.01762114537444934
1552-4922,2018,CC BY,4,227,0.01762114537444934
0145-6008,2021,CC BY,8,227,0.03524229074889868
1438-7492,2022,CC BY-NC-ND,8,227,0.03524229074889868
0300-8177,2018,CC BY,16,227,0.07048458149779736
0368-2811,2021,CC BY-NC,16,227,0.07048458149779736
0936-6555,2021,CC BY,17,227,0.07488986784140969
0368-2811,2021,CC BY,17,227,0.07488986784140969
2451-9022,2021,CC BY,17,227,0.07488986784140969
0305-8719,2019,CC BY,34,227,0.14977973568281938
0035-9203,2021,CC BY,35,227,0.15418502202643172
0165-7836,2022,CC BY,35,227,0.15418502202643172
1474-905X,2018,CC BY,9,227,0.039647577092511016
1570-761X,2019,CC BY,18,227,0.07929515418502203
0951-7715,2020,CC BY,36,227,0.15859030837004406
1742-464X,2022,CC BY,37,227,0.16299559471365638
1439-4235,2018,CC BY-NC,5,483,0.010351966873706004
0039-2499,2022,CC BY-NC,5,483,0.010351966873706004
0891-5849,2018,CC BY,10,483,0.020703933747412008
1439-4235,2018,CC BY,10,483,0.020703933747412008
0039-2499,2022,CC BY-NC-ND,26,483,0.053830227743271224
0007-0963,2022,CC BY-NC,41,483,0.08488612836438923
1010-7940,2018,CC BY,3,483,0.006211180124223602
0007-0963,2022,CC BY,6,483,0.012422360248447204
1010-7940,2018,CC BY-NC,6,483,0.012422360248447204
0891-5849,2018,CC BY-NC-ND,24,483,0.049689440993788817
1526-6125,2019,CC BY,1,483,0.002070393374741201
0169-1317,2018,CC BY,2,483,0.004140786749482402
0169-1317,2018,CC BY-NC-ND,4,483,0.008281573498964804
1439-4235,2018,CC BY-NC-ND,8,483,0.016563146997929608
0007-0963,2022,CC BY-NC-ND,50,483,0.10351966873706005
0039-2499,2022,CC BY,28,483,0.057971014492753624
0963-9969,2018,CC BY-NC-ND,6,739,0.008119079837618403
0963-9969,2018,CC BY,5,739,0.006765899864682003
0960-1481,2017,CC BY,41,995,0.04120603015075377
0030-4018,2019,CC BY-NC-ND,5,995,0.005025125628140704
0030-4018,2019,CC BY,1,995,0.0010050251256281408
0960-1481,2017,CC BY-NC-ND,9,995,0.009045226130653266
1359-4311,2022,CC BY,46,1251,0.03677058353317346
1064-1246,2019,CC BY-NC,4,1251,0.0031974420463629096
1359-4311,2022,CC BY-NC-ND,35,1251,0.027977617905675458
0030-4026,2018,CC BY,1,1763,5.672149744753262e-4
0030-4026,2018,CC BY-NC-ND,1,1763,5.672149744753262e-4
2469-9950,2019,CC BY,46,5091,0.009035552936554704
0022-2615,2019,NA,0,228,0
1004-9541,2017,NA,0,228,0
1993-0437,2018,NA,0,228,0
0022-2615,2018,NA,0,228,0
0890-5339,2017,NA,0,228,0
0985-0562,2020,NA,0,228,0
1616-2455,2018,NA,0,228,0
0938-0221,2021,NA,0,228,0
1058-2916,2019,NA,0,228,0
2075-1133,2019,NA,0,228,0
0734-2101,2018,NA,0,228,0
2194-2536,2021,NA,0,228,0
1941-9651,2019,NA,0,228,0
2151-464X,2019,CC BY-NC,7,228,0.03070175438596491
2366-9608,2022,CC BY-NC-ND,7,228,0.03070175438596491
1532-0464,2018,CC BY-NC-ND,7,228,0.03070175438596491
1478-3223,2022,CC BY-NC,7,228,0.03070175438596491
0306-3674,2021,CC BY,14,228,0.06140350877192982
1469-221X,2018,CC BY-NC-ND,14,228,0.06140350877192982
0364-2348,2019,CC BY,14,228,0.06140350877192982
0167-5877,2021,CC BY-NC-ND,27,228,0.11842105263157894
0026-1394,2020,CC BY,27,228,0.11842105263157894
0304-8608,2022,CC BY,26,228,0.11403508771929824
1248-9204,2019,CC BY,26,228,0.11403508771929824
0033-4553,2020,CC BY,26,228,0.11403508771929824
1098-3600,2017,CC BY-NC-ND,25,228,0.10964912280701754
0012-1606,2019,CC BY-NC-ND,25,228,0.10964912280701754
0936-8051,2018,CC BY,25,228,0.10964912280701754
0141-1136,2018,CC BY-NC-ND,3,228,0.013157894736842105
0141-1136,2018,CC BY,3,228,0.013157894736842105
0967-0661,2019,CC BY-NC-ND,3,228,0.013157894736842105
2366-9608,2019,CC BY,3,228,0.013157894736842105
1550-4131,2018,CC BY-NC-ND,3,228,0.013157894736842105
0741-5400,2017,CC BY,3,228,0.013157894736842105
0003-004X,2021,CC BY,3,228,0.013157894736842105
0936-6768,2020,CC BY-NC-ND,3,228,0.013157894736842105
1532-0456,2021,CC BY,3,228,0.013157894736842105
0022-5096,2018,CC BY-NC-ND,3,228,0.013157894736842105
1398-2273,2021,CC BY,3,228,0.013157894736842105
0008-6215,2019,CC BY-NC-ND,3,228,0.013157894736842105
0936-6555,2020,CC BY-NC-ND,3,228,0.013157894736842105
0029-5981,2019,CC BY-NC-ND,3,228,0.013157894736842105
0029-5981,2018,CC BY,6,228,0.02631578947368421
1552-4973,2017,CC BY-NC,6,228,0.02631578947368421
0140-1963,2021,CC BY,6,228,0.02631578947368421
0012-1606,2019,CC BY,6,228,0.02631578947368421
1360-7863,2018,CC BY,6,228,0.02631578947368421
1532-0464,2018,CC BY,6,228,0.02631578947368421
0936-6555,2020,CC BY,6,228,0.02631578947368421
1398-2273,2021,CC BY-NC-ND,6,228,0.02631578947368421
1047-2797,2019,CC BY-NC-ND,6,228,0.02631578947368421
0905-7188,2018,CC BY-NC-ND,6,228,0.02631578947368421
0016-9013,2020,CC BY-NC-ND,6,228,0.02631578947368421
0197-3851,2020,CC BY-NC-ND,12,228,0.05263157894736842
1098-3600,2017,CC BY,12,228,0.05263157894736842
1868-5137,2017,CC BY,12,228,0.05263157894736842
0167-5877,2021,CC BY,24,228,0.10526315789473684
0016-9013,2020,CC BY,11,228,0.04824561403508772
1550-4131,2018,CC BY,11,228,0.04824561403508772
0172-0643,2020,CC BY,21,228,0.09210526315789473
1674-2052,2021,CC BY-NC-ND,21,228,0.09210526315789473
2151-464X,2019,CC BY-NC-ND,5,228,0.021929824561403508
0143-3334,2017,CC BY-NC,5,228,0.021929824561403508
1674-2052,2021,CC BY,5,228,0.021929824561403508
0921-4488,2019,CC BY-NC-ND,5,228,0.021929824561403508
0008-4182,2017,CC BY-NC-ND,5,228,0.021929824561403508
1098-3600,2017,CC BY-NC-SA,5,228,0.021929824561403508
1350-1925,2021,CC BY-NC,5,228,0.021929824561403508
0936-6768,2020,CC BY,10,228,0.043859649122807015
0305-0483,2021,CC BY,10,228,0.043859649122807015
0140-1963,2021,CC BY-NC-ND,10,228,0.043859649122807015
2366-9608,2022,CC BY,10,228,0.043859649122807015
1350-1925,2021,CC BY-NC-ND,20,228,0.08771929824561403
0001-5970,2021,CC BY,39,228,0.17105263157894737
0049-0172,2020,CC BY-NC-ND,19,228,0.08333333333333333
0029-5981,2019,CC BY,19,228,0.08333333333333333
1360-7863,2018,CC BY-NC-ND,9,228,0.039473684210526314
0885-7490,2017,CC BY,9,228,0.039473684210526314
2366-9608,2022,CC BY-NC,9,228,0.039473684210526314
0167-9317,2018,CC BY-NC-ND,9,228,0.039473684210526314
0376-6357,2019,CC BY-NC-ND,9,228,0.039473684210526314
0966-9582,2020,CC BY,9,228,0.039473684210526314
0002-9440,2020,CC BY-NC-ND,18,228,0.07894736842105263
1478-3223,2022,CC BY,18,228,0.07894736842105263
1434-6060,2018,CC BY,18,228,0.07894736842105263
1948-5875,2022,CC BY,18,228,0.07894736842105263
1469-221X,2018,CC BY,33,228,0.14473684210526316
0306-3674,2021,CC BY-NC,33,228,0.14473684210526316
0029-5981,2019,CC BY-NC,1,228,0.0043859649122807015
1381-5148,2021,CC BY-NC-ND,1,228,0.0043859649122807015
2366-9608,2019,CC BY-NC-ND,1,228,0.0043859649122807015
2058-7546,2017,CC BY,1,228,0.0043859649122807015
0967-0661,2019,CC BY,1,228,0.0043859649122807015
2405-8289,2018,CC BY,1,228,0.0043859649122807015
0040-5000,2019,CC BY-NC-ND,1,228,0.0043859649122807015
0741-5400,2017,CC BY-NC-ND,1,228,0.0043859649122807015
1047-2797,2019,CC BY,1,228,0.0043859649122807015
1000-9515,2018,CC BY-NC-ND,1,228,0.0043859649122807015
0029-5981,2018,CC BY-NC-ND,1,228,0.0043859649122807015
1552-4973,2017,CC BY,1,228,0.0043859649122807015
0008-4182,2018,CC BY,1,228,0.0043859649122807015
1398-2273,2021,CC BY-NC,1,228,0.0043859649122807015
0741-5400,2017,CC BY-NC,1,228,0.0043859649122807015
2059-2302,2017,CC BY-NC,1,228,0.0043859649122807015
0167-9317,2018,CC BY,2,228,0.008771929824561403
0936-6768,2020,CC BY-NC,2,228,0.008771929824561403
0165-0114,2020,CC BY-NC-ND,2,228,0.008771929824561403
2151-464X,2019,CC BY,2,228,0.008771929824561403
2366-9608,2019,CC BY-NC,2,228,0.008771929824561403
0165-0114,2020,CC BY,2,228,0.008771929824561403
0197-3851,2020,CC BY-NC,2,228,0.008771929824561403
1552-4973,2017,CC BY-NC-ND,2,228,0.008771929824561403
0008-6215,2019,CC BY,2,228,0.008771929824561403
1360-7863,2018,CC BY-NC,2,228,0.008771929824561403
2059-2302,2017,CC BY,2,228,0.008771929824561403
0002-9440,2020,CC BY,2,228,0.008771929824561403
1532-0456,2021,CC BY-NC-ND,2,228,0.008771929824561403
1530-891X,2021,CC BY,2,228,0.008771929824561403
0905-7188,2018,CC BY-NC,4,228,0.017543859649122806
0003-004X,2021,CC BY-NC-ND,4,228,0.017543859649122806
1948-5875,2022,CC BY-NC-ND,4,228,0.017543859649122806
0008-4182,2018,CC BY-NC-ND,4,228,0.017543859649122806
0269-8463,2020,CC BY-NC,4,228,0.017543859649122806
0305-0483,2021,CC BY-NC-ND,4,228,0.017543859649122806
0376-6357,2019,CC BY,8,228,0.03508771929824561
0905-7188,2018,CC BY,8,228,0.03508771929824561
1381-5148,2021,CC BY,8,228,0.03508771929824561
0163-5581,2021,CC BY-NC-ND,8,228,0.03508771929824561
1350-1925,2021,CC BY,8,228,0.03508771929824561
0269-8463,2020,CC BY-NC-ND,8,228,0.03508771929824561
0049-0172,2020,CC BY,8,228,0.03508771929824561
0022-5096,2018,CC BY,8,228,0.03508771929824561
0197-3851,2020,CC BY,16,228,0.07017543859649122
0269-8463,2020,CC BY,31,228,0.13596491228070176
0966-9582,2020,CC BY-NC-ND,15,228,0.06578947368421052
0016-9013,2020,CC BY-NC,15,228,0.06578947368421052
1530-891X,2021,CC BY-NC-ND,15,228,0.06578947368421052
1578-7303,2021,CC BY,29,228,0.12719298245614036
1478-3223,2022,CC BY-NC-ND,29,228,0.12719298245614036
1614-371X,2018,NA,0,484,0
0194-911X,2019,NA,0,484,0
1054-1500,2019,NA,0,484,0
0013-726X,2017,NA,0,484,0
0731-7085,2022,CC BY,23,484,0.047520661157024795
0039-7857,2021,CC BY,216,484,0.4462809917355372
0273-1177,2020,CC BY-NC-ND,11,484,0.022727272727272728
0731-7085,2022,CC BY-NC-ND,17,484,0.03512396694214876
1047-9511,2020,CC BY,34,484,0.07024793388429752
1047-9511,2020,CC BY-NC-ND,1,484,0.002066115702479339
0962-1083,2017,CC BY-NC,2,484,0.004132231404958678
0962-1083,2017,CC BY-NC-ND,2,484,0.004132231404958678
0025-7753,2021,CC BY-NC-ND,8,484,0.01652892561983471
0962-1083,2017,CC BY,31,484,0.0640495867768595
0364-2313,2021,CC BY,87,484,0.1797520661157025
0025-7753,2021,CC BY,3,484,0.006198347107438017
0273-1177,2020,CC BY,12,484,0.024793388429752067
0022-202X,2020,CC BY-NC-ND,24,484,0.049586776859504134
0022-202X,2020,CC BY,7,484,0.014462809917355372
0378-1127,2019,CC BY,11,740,0.014864864864864866
0927-0256,2018,CC BY-NC-ND,2,740,0.002702702702702703
1064-1246,2017,CC BY-NC,2,740,0.002702702702702703
0955-2219,2020,CC BY-NC-ND,8,740,0.010810810810810811
1463-9262,2017,CC BY-NC,9,740,0.012162162162162163
1463-9262,2017,CC BY,9,740,0.012162162162162163
0378-1127,2019,CC BY-NC-ND,18,740,0.024324324324324326
0955-2219,2020,CC BY,12,740,0.016216216216216217
0927-0256,2018,CC BY,5,740,0.006756756756756757
0969-0239,2021,CC BY,104,740,0.14054054054054055
2469-9985,2020,CC BY,139,996,0.1395582329317269
0038-092X,2021,CC BY,37,996,0.03714859437751004
0038-092X,2021,CC BY-NC-ND,24,996,0.024096385542168676
1477-0520,2021,CC BY,70,1252,0.05591054313099041
1477-0520,2021,CC BY-NC,46,1252,0.036741214057507986
1435-0017,2017,NA,0,229,0
1869-1900,2021,NA,0,229,0
0017-9078,2019,NA,0,229,0
1435-0017,2018,NA,0,229,0
0016-7622,2021,NA,0,229,0
1042-6914,2017,NA,0,229,0
1070-4272,2019,NA,0,229,0
1877-1297,2018,NA,0,229,0
1018-8827,2021,CC BY,110,229,0.48034934497816595
0027-8874,2018,CC BY-NC,21,229,0.09170305676855896
0265-9247,2017,CC BY,21,229,0.09170305676855896
0921-8181,2021,CC BY,23,229,0.10043668122270742
0007-1323,2022,CC BY,23,229,0.10043668122270742
0340-5761,2017,CC BY,46,229,0.20087336244541484
0921-8181,2021,CC BY-NC-ND,25,229,0.1091703056768559
0007-1323,2022,CC BY-NC,25,229,0.1091703056768559
0021-8901,2018,CC BY,33,229,0.14410480349344978
1877-2641,2022,CC BY,33,229,0.14410480349344978
0026-9247,2017,CC BY,27,229,0.11790393013100436
0268-3369,2022,CC BY,41,229,0.17903930131004367
0284-186X,2020,CC BY-NC-ND,41,229,0.17903930131004367
1869-1870,2019,CC BY,1,229,0.004366812227074236
0197-9337,2018,CC BY-NC-ND,1,229,0.004366812227074236
0885-4513,2020,CC BY-NC-ND,1,229,0.004366812227074236
0167-2681,2017,CC BY-NC-ND,1,229,0.004366812227074236
0936-5214,2022,CC BY-NC-ND,1,229,0.004366812227074236
1674-7305,2019,CC BY,1,229,0.004366812227074236
0021-8901,2018,CC BY-NC-ND,1,229,0.004366812227074236
0899-9007,2017,CC BY,1,229,0.004366812227074236
1939-1374,2022,CC BY-NC-ND,1,229,0.004366812227074236
1155-5645,2018,CC BY-NC,1,229,0.004366812227074236
0265-9247,2017,CC BY-NC,2,229,0.008733624454148471
0955-7997,2020,CC BY-NC-ND,2,229,0.008733624454148471
0893-6080,2018,CC BY-NC-ND,2,229,0.008733624454148471
1098-7339,2021,CC BY,2,229,0.008733624454148471
2352-4855,2019,CC BY,2,229,0.008733624454148471
0375-6742,2018,CC BY-NC-ND,2,229,0.008733624454148471
0955-7997,2020,CC BY,2,229,0.008733624454148471
0340-5761,2017,CC BY-NC,2,229,0.008733624454148471
1155-5645,2018,CC BY-NC-ND,2,229,0.008733624454148471
1474-905X,2017,CC BY,2,229,0.008733624454148471
0899-9007,2017,CC BY-NC-ND,2,229,0.008733624454148471
0926-9851,2019,CC BY,2,229,0.008733624454148471
0375-6742,2018,CC BY,2,229,0.008733624454148471
2665-9913,2021,CC BY-NC-ND,2,229,0.008733624454148471
0265-9247,2017,CC BY-NC-ND,2,229,0.008733624454148471
0926-9851,2019,CC BY-NC-ND,4,229,0.017467248908296942
0027-8874,2018,CC BY,4,229,0.017467248908296942
0092-7872,2022,CC BY,4,229,0.017467248908296942
0149-1970,2022,CC BY,8,229,0.034934497816593885
0890-6238,2019,CC BY-NC-ND,8,229,0.034934497816593885
0092-7872,2022,CC BY-NC-ND,8,229,0.034934497816593885
0014-4886,2017,CC BY-NC-ND,9,229,0.039301310043668124
1674-1137,2022,CC BY,72,229,0.314410480349345
0302-766X,2021,CC BY,72,229,0.314410480349345
0197-9337,2018,CC BY-NC,5,229,0.021834061135371178
1387-3806,2019,CC BY-NC-ND,5,229,0.021834061135371178
0893-6080,2019,CC BY-NC-ND,5,229,0.021834061135371178
0014-4886,2017,CC BY,5,229,0.021834061135371178
1939-1374,2022,CC BY,5,229,0.021834061135371178
1387-3806,2019,CC BY,5,229,0.021834061135371178
2468-1156,2018,CC BY,10,229,0.043668122270742356
1550-4131,2021,CC BY-NC-ND,10,229,0.043668122270742356
0968-7599,2019,CC BY-NC-ND,10,229,0.043668122270742356
0197-9337,2018,CC BY,20,229,0.08733624454148471
1550-4131,2021,CC BY,11,229,0.048034934497816595
